Comments_in_chinese,Rating,Ground_truth
第一部看不下去的电影，，，总体看着怪怪的…革命人的领导者都好年轻,1,N
无理到无语，情节失真……,1,N
比较神奇,1,N
狗屎一样的电影,1,N
这剧情逻辑谁看谁跪。,1,N
我错了，以后就算夺么无聊！也再不！绝不！never！看国产鬼片了（痛哭流涕悔过）！,1,N
靠,1,N
拍电影先要对得起自己良心,5,P
https://www.bilibili.com/video/av5503655靠手艺吃饭不丢人https://www.bilibili.com/video/av4810015林心如的风华绝代https://www.bilibili.com/video/av4545343刚看完林心如演的《绣花鞋》 (2012)。,1,N
林心如好美~电影制作精良，开头一秒雪花3D很赞！但是槽点也好多，剧情好狗血，医生费看起来很职业的样子，最后居然什么也没研究出来。。。医生这个角色可以取消了好么！ 孔金的性格也不丰满，完全没表现出来~,5,P
编剧忙着凑合写完拿钱，林心如忙着美，杨佑宁忙着装文艺，任达华忙着打酱油，剧情忙着装凄美致敬，片方忙着数他们心目中都是傻逼观众的钱。最后的结果是：恐怖是硬凹的，戏中戏是尴尬的，犯罪手法是白痴的，爱情段落是莫名其妙的。心疼要给这堆垃圾付钱的观众。,1,N
曾經的還珠三劍客 一個做了商人 一個成了爺 剩一個選片無節操?,1,N
没有比他更好的,5,P
#BJIFF2019# 06生活就是这场等不来心上人的新年晚会，既来之则安之吧，即使得不到最想要的，起码不会让你太无聊。4K修复。,5,P
初入职场记以及工作众生相，前半部分拍得浪漫到不像意大利新现在主义，一见钟情，拖着手穿越在车水马龙的大街上，咖啡室里那杯有点苦却很甜的咖啡，到后来在人群中到处寻找她的身影，真正遇上了又不敢打招呼的胆怯，这简直就是一部爱情片。而那个在舞会上早到，被别人邀请又不敢接受，就是我本人了。结尾又让我相信这是新现实主义的作品，虽然会像在舞会上那样快乐，但就像那被云遮盖的那几秒钟一样，快乐总是短暂的，更多的是将要陪伴你二十年的坏台灯以及不断循环的仿佛永不停止的枯燥的机器声。这才是工作。#BJIFF#8.5,5,P
BJIFF9th 惊喜。新现实主义风格强烈，以少年的工作、生活琐事为线索，描绘职场万象。个人极少见的，能够把对切镜头用得如此灵性的电影，好几段直接看到怀孕。开始少年和女孩逛街一段，竟有新浪潮附体的感觉。最后说一句，字幕有大半没对准，有10分钟字幕直接消失，个人建议枪毙搓字幕的大哥。,5,P
工作中有愛情的誕生，也有婚外情的誕生，Ermanno極間現實主義代表作，電影原名是《兩個車站的距離》,5,P
"美好的电影。
心怀善念，乐观面对，勇敢前行，感恩所有，远离渣男。",5,P
事情不会太坏也不会一直如愿，茫然无措又心怀希望，矛盾怀疑却妥协着，偶尔被一些小事点亮，刻意忽视打击与焦虑；and am right there watching my own joy and sorrow of this age on the screen,5,P
教科书级电影！男主角有一双电影史上最漂亮的眼睛。,5,P
都没有表面上的那么简单,5,P
2014年10月16日：从这个杀手不太冷开始，知道娜塔莉，后来陆陆续续也看到了一些她长大之后的电影，觉得都相当的不错，这部片子只是偶然看到了评分，连演员都没注意就点进去看了，越看越眼熟，原来是娜塔莉，很喜欢这样的小故事电影，很温暖人心，在很多人看来这样被抛弃然后一无所有空有一个照相机的日,5,P
19岁的娜塔利太美丽,5,P
那时候的波特曼年轻、纤瘦，简单的牛仔T恤或纯色连衣裙穿在身上都显得美丽万千。女主的身世从孩提到少女时代都很悲惨，但整个叙事并未刻意凸显这一面。女主用自己的努力上进以及对人的诚恳温暖赢得了命运的垂青，或许才有了一段段幸运的故事情节吧～很温暖的小品电影～画面色彩也是干净丰富而明亮的～喜欢,5,P
喜欢一部电影说不出原由。是服装，感受，还是演员的肢体动作？一部好似因猫而起的地道文艺片。,5,P
"没办法,就是喜欢这样的大闷片!!! ",5,P
小学晚上熬夜看的  只记得有意思的片段了,5,P
初中某个周五看的，不太喜欢,1,N
跟MV一样 。,1,N
谁能解释一下,1,N
用一个烂片结束了这个躁动的周末,1,N
云里雾里，其实有挺多电影都全程给人不明白主题的感觉，但这种到最末尾都是一堆屎的，呵呵好吗,1,N
"1987_When_The_Day_Come,2018.",5,P
为女主的身材颜值打分,5,P
大爱，唯美,5,P
女主角太美了，无以伦比的美,5,P
原来手风琴也这么好听~~~画面太给力了，每帧都是一幅优秀的摄影作品~,5,P
大爱！！,5,P
"画面绝对赞的！就算冲着美景也要看上一看。
风的旅程，没有方向，却有目标！
无执无失。。。",5,P
不会再有更呆萌的松田龙平和更贱B的小田切让了，赚得一把基情泪啊,5,P
对生活要充满性冷淡的态度，才有可能日积月累一心为己成就一番事业，但这只有少数人能做到。大多数人愿意去过那种无意义的生活——对各种外物充满冲动，被内心欲望所任意驱遣，每天忙忙碌碌，即使多年之后一事无成。,5,P
非生非灭，非色非心。浩如烟海，郁如邓林。,5,P
（9/10）片名之所以叫《编舟记》，是因为主人公花整整15年编辑的字典叫《大渡海》。发现日本一些导演喜欢用影视化解世人对职业的偏见，《入殓师》、《编舟记》是这样，《棋魂》、《灌篮高手》、安达充的作品也是这样。呈现主角的不易，却不去渲染他们的”伟大“（反面例：《孔子》）。,5,P
"太棒了
",5,P
一个呆萌一个贱萌，我就被这俩男神轮着萌的整个人都不好了！,5,P
爱是温柔有耐心，还有敬意。松田龙平爱编词典是这样，爱小葵也是这样。嗯，找到一件值得自己如此对待的工作，一个爱人，这一生，夫复何求呢。,5,P
"20130820 @ bc : 文字之愛, 語言之美. 專注與細心成就大渡海.",5,P
人生就是一本注定落伍的词典，赶上时代是世界上最艰苦的事情，但追赶着会始终幸福，没有扁舟，也能渡海。,5,P
三浦创作，值得信赖。和多田便利屋一样，女性角色其实是多余和微妙的存在，当中暴露作者趣味和价值观的小梗比比皆是……,5,P
一直以为是大陆制作的。各种剧情无厘头。难看。,1,N
边看边难过，有了wiki，大渡海的存在还有意义吗？耗费如此多的心血去做这件事真有价值吗？但又打心眼里羡慕日本人这种一头扎下去做事，从不怀疑其意义的踏实。专注本身即是意义，即是幸福，即是道之所在吧。,5,P
超多泪点！！！飙泪到不行TT一定要写出这样子的童话故事！！！,5,P
很烂，基本上没有什么新东西,1,N
靠，导演长得跟个童工似的，这电影还能搞得好吗？？？,1,N
意淫片儿,1,N
能选负数么。什么样的人都敢拍国父。篡改历史的恶心剧。,1,N
演员认真的？,1,N
一星给韩庚,1,N
接档辛亥革命继续讲后面的历史，画面拍摄得很唯美,5,P
各种流派“明星”乱入很是扰乱大脑神经，过多的爱情偶像剧情，拥个抱接个吻画面就变万里花圃很是触雷点,1,N
我替中山先生鸣不平。,1,N
看到这评分 我就放心了。       这么好的题材拍成这个样子。  一出场大总统跟着女保镖—-卡扎菲吗？,1,N
虽然是异国冒险、邪教、驱魔组合的俗套，还是挺紧张刺激的。,5,P
哈哈，人生能记住的第一部电影啊，发哥那个早餐喝生鸡蛋的场景还历历在目。,5,P
我真的很喜爱香港老电影的，狄龙这么帅也难逃脱发的命运啊。女主是利智还是第一次看利智。话说长的好像我一位同学。这都是吹比的啦，话说明知有一个小弟跑了，还开什么party，肯定要小心一点说不定小弟想找回老大肯定害你。这样玛丽当娜也不会死了。以前我一直这么纪录片子所以那时候看电影真的收获好多，后来就享受生活了，现在在新西兰又一次坐牢的日子一样所以又开始学习了，哎真是。话说沈殿霞和成奎安都去了。人哪，命中注定，说不定哪天，人总是在你最不想走的时候就偏偏要走了。总是悔恨难安。不说了，想点开心事！,5,P
本来是想通过发哥前期的怂蛋来突显李元霸，没想到发哥演着演着就威武霸气了，导演是想通过利智的惨来表达贩毒不可为的观点吧。,5,P
明明是白开水一样的白描，却毫无冷场，从头到尾吸引住观者注意力。,5,P
甜茶和神奇女侠可以翻拍现代版的。长得太像了。我们年轻人的丧，不分国度，不分时代，永恒的丧。,5,P
change. 并不那么悲伤，只是刚刚开始认识这个世界本来的样子，不适应而已。,5,P
#BJIFF#冰冷的机器声让人绝望,5,P
她在處理抽象概念時的簡潔和靈巧,5,P
看了这个感觉未来好可怕...,5,P
A new job.,5,P
年少的拘谨是一种美德。,5,P
你的模样我的眼睛,5,P
挺符合我現在的,5,P
很有想法的导演,5,P
看完后令我及其纠结的一部电影，慎看。。。。,5,P
"there s no shortcut for life and , love ...",5,P
19岁的娜塔莉演未婚妈妈真的挑战很大啊，还是有点囧的喜剧片，可以说是不顾形象的演绎啊，其实这时候的她真的很美。整体还是比较好笑也值得思考的片子，不过可能更适合给女生看，主要还是讲述年轻女性的成长和心路历程的。2018.5.19重温~,5,P
没有很高大上的人物配置 小人物在逆境里的坚韧,5,P
看之前还担心石井裕也会拍不好，看来担心完全多余。看完竟然盈眶了，题材之严肃又不乏笑点。每个文字就像是编辑者精心呵护的婴儿，“恋”字产生的那段爱情，好纯。,5,P
二月末收获的最爱电影，从头到尾噙着泪看完。不着痕迹一个词条一个词条缝出密密的针脚，编成一叶小舟，开始渡语言的海洋。从手工作坊时代的艰辛汗水到数码时代的众志成城，这根本就不是什么写给宅男的励志电影，只有最可敬的工作者才配拥有这样平淡绵长的谢意。,5,P
做一个认真君，认认真真编书吧。,5,P
以后我公司人员入职培训必看电影，在中国你说你要搞个一伙人编字典的片儿会被制片人拒绝到死吧，人家就弄成了，在这里面你能看到日本和中国方方面面的巨大差异，关于传承、坚守、执着、认真、忠于工作、妇道、结尾还轻轻松松撸哭你！好久没有这么从容的打五星了,5,P
2014SIFF 今年電影節唯一一部讓我感動流淚的電影 認真的人最有魅力 在年輕的時候就找到自己想為之奉獻一生的事是何其幸運 面癱大法好！我就是這種面癱！小田切讓正常髮型真的好不習慣想說你誰啊 久美子這醬油也太大了！宮崎葵一百年一個樣,5,P
一字一字编舟渡海，只有日本人能拍好这种“一辈子做好一件事”的电影。,5,P
为了熬过片场电工手册最难熬的看稿阶段，终于把这部攒了很久的行业励志鸡血大片看完了。编字典能拍得这么热血不容易。反正我，被励了。因为很多场景和情节太有共鸣了，无法给出理智的评价。怎么说，我歌颂这种鸡汤和鸡血，是好的精神文明建设。卡司加分。,5,P
不管多浮躁的时代，总有人执着的在做自己喜欢做的事情，哪怕几十年默默无闻，洪流冲不走。看此片，感同身受。,5,P
